[PORT 5000][2025-03-26 04:10:43][INFO] System created with ID: f5ee15d0-489c-47e5-b3cd-a4515a879780
[PORT 5000][2025-03-26 04:12:53][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 999, Latency: 3.03ms, Throughput: 329.7 MB/s
[PORT 5000][2025-03-26 12:07:56][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 895, Latency: 1.86ms, Throughput: 481.18 MB/s
[PORT 5000][2025-03-26 12:08:23][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 703, Latency: 3.37ms, Throughput: 208.61 MB/s
[PORT 5000][2025-03-26 12:08:26][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 380, Latency: 2.47ms, Throughput: 153.85 MB/s
[PORT 5000][2025-03-26 12:08:53][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 513, Latency: 3.98ms, Throughput: 128.89 MB/s
[PORT 5000][2025-03-26 12:08:56][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 137, Latency: 3.16ms, Throughput: 43.35 MB/s
[PORT 5000][2025-03-26 12:09:23][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 165, Latency: 5.47ms, Throughput: 30.16 MB/s
[PORT 5000][2025-03-26 12:09:26][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 609, Latency: 2.49ms, Throughput: 244.58 MB/s
[PORT 5000][2025-03-26 12:09:53][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 762, Latency: 5.31ms, Throughput: 143.5 MB/s
[PORT 5000][2025-03-26 12:09:56][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 280, Latency: 8.71ms, Throughput: 32.15 MB/s
[PORT 5000][2025-03-26 12:10:24][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 757, Latency: 9.46ms, Throughput: 80.02 MB/s
[PORT 5000][2025-03-26 12:10:26][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 142, Latency: 3.78ms, Throughput: 37.57 MB/s
[PORT 5000][2025-03-26 12:10:54][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 851, Latency: 1.43ms, Throughput: 595.1 MB/s
[PORT 5000][2025-03-26 12:10:57][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 315, Latency: 2.06ms, Throughput: 152.91 MB/s
[PORT 5000][2025-03-26 12:11:25][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 818, Latency: 7.28ms, Throughput: 112.36 MB/s
[PORT 5000][2025-03-26 12:11:29][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 165, Latency: 5.93ms, Throughput: 27.82 MB/s
[PORT 5000][2025-03-26 12:12:00][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 815, Latency: 6.51ms, Throughput: 125.19 MB/s
[PORT 5000][2025-03-26 12:12:00][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 482, Latency: 9.3ms, Throughput: 51.83 MB/s
[PORT 5000][2025-03-26 12:12:31][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 734, Latency: 9.62ms, Throughput: 76.3 MB/s
[PORT 5000][2025-03-26 12:12:31][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 634, Latency: 1.92ms, Throughput: 330.21 MB/s
[PORT 5000][2025-03-26 12:13:01][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 393, Latency: 7.02ms, Throughput: 55.98 MB/s
[PORT 5000][2025-03-26 12:13:01][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 581, Latency: 9.72ms, Throughput: 59.77 MB/s
[PORT 5000][2025-03-26 12:13:31][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 488, Latency: 4.15ms, Throughput: 117.59 MB/s
[PORT 5000][2025-03-26 12:13:31][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 558, Latency: 2.1ms, Throughput: 265.71 MB/s
[PORT 5000][2025-03-26 12:14:01][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 978, Latency: 2.85ms, Throughput: 343.16 MB/s
[PORT 5000][2025-03-26 12:14:01][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 331, Latency: 8.08ms, Throughput: 40.97 MB/s
[PORT 5000][2025-03-26 12:14:31][INFO] Volume: c87f181e-8a79-4ab0-8dce-a9f86ba6692e, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 479, Latency: 3.27ms, Throughput: 146.48 MB/s
[PORT 5000][2025-03-26 12:14:31][INFO] Volume: cbed47b3-7fca-4202-9469-59eafa935557, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 782, Latency: 9.14ms, Throughput: 85.56 MB/s
[PORT 5000][2025-03-26 12:16:08][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 361, Latency: 3.4ms, Throughput: 106.18 MB/s
[PORT 5000][2025-03-26 12:16:39][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 707, Latency: 7.77ms, Throughput: 90.99 MB/s
[PORT 5000][2025-03-26 12:17:11][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 589, Latency: 6.2ms, Throughput: 95.0 MB/s
[PORT 5000][2025-03-26 12:17:44][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 867, Latency: 7.95ms, Throughput: 109.06 MB/s
[PORT 5000][2025-03-26 12:18:22][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 715, Latency: 2.0ms, Throughput: 357.5 MB/s
[PORT 5000][2025-03-26 12:19:06][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 760, Latency: 3.29ms, Throughput: 231.0 MB/s
[PORT 5000][2025-03-26 12:20:06][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 857, Latency: 7.08ms, Throughput: 121.05 MB/s
[PORT 5000][2025-03-26 12:21:20][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 826, Latency: 1.64ms, Throughput: 503.66 MB/s
[PORT 5000][2025-03-26 12:21:39][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 226, Latency: 1.32ms, Throughput: 171.21 MB/s
[PORT 5000][2025-03-26 12:22:11][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 672, Latency: 5.31ms, Throughput: 126.55 MB/s
[PORT 5000][2025-03-26 12:22:45][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 630, Latency: 9.87ms, Throughput: 63.83 MB/s
[PORT 5000][2025-03-26 12:23:24][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 247, Latency: 1.2ms, Throughput: 205.83 MB/s
[PORT 5000][2025-03-26 12:24:05][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 678, Latency: 6.81ms, Throughput: 99.56 MB/s
[PORT 5000][2025-03-26 12:24:11][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 502, Latency: 8.08ms, Throughput: 62.13 MB/s
[PORT 5000][2025-03-26 12:24:41][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 643, Latency: 2.18ms, Throughput: 294.95 MB/s
[PORT 5000][2025-03-26 12:24:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 615, Latency: 3.66ms, Throughput: 168.03 MB/s
[PORT 5000][2025-03-26 12:25:11][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 206, Latency: 1.35ms, Throughput: 152.59 MB/s
[PORT 5000][2025-03-26 12:25:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 190, Latency: 3.74ms, Throughput: 50.8 MB/s
[PORT 5000][2025-03-26 12:25:41][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 498, Latency: 4.74ms, Throughput: 105.06 MB/s
[PORT 5000][2025-03-26 12:25:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 774, Latency: 7.19ms, Throughput: 107.65 MB/s
[PORT 5000][2025-03-26 12:26:11][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 599, Latency: 4.09ms, Throughput: 146.45 MB/s
[PORT 5000][2025-03-26 12:26:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 904, Latency: 1.67ms, Throughput: 541.32 MB/s
[PORT 5000][2025-03-26 12:26:41][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 643, Latency: 4.33ms, Throughput: 148.5 MB/s
[PORT 5000][2025-03-26 12:26:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 522, Latency: 2.21ms, Throughput: 236.2 MB/s
[PORT 5000][2025-03-26 12:27:12][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 901, Latency: 6.97ms, Throughput: 129.27 MB/s
[PORT 5000][2025-03-26 12:27:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 325, Latency: 3.9ms, Throughput: 83.33 MB/s
[PORT 5000][2025-03-26 12:27:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 775, Latency: 3.14ms, Throughput: 246.82 MB/s
[PORT 5000][2025-03-26 12:27:42][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 468, Latency: 7.78ms, Throughput: 60.15 MB/s
[PORT 5000][2025-03-26 12:28:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 880, Latency: 9.83ms, Throughput: 89.52 MB/s
[PORT 5000][2025-03-26 12:28:12][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 566, Latency: 5.56ms, Throughput: 101.8 MB/s
[PORT 5000][2025-03-26 12:28:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 464, Latency: 5.52ms, Throughput: 84.06 MB/s
[PORT 5000][2025-03-26 12:28:42][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 307, Latency: 7.19ms, Throughput: 42.7 MB/s
[PORT 5000][2025-03-26 12:29:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 754, Latency: 4.07ms, Throughput: 185.26 MB/s
[PORT 5000][2025-03-26 12:29:12][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 578, Latency: 2.77ms, Throughput: 208.66 MB/s
[PORT 5000][2025-03-26 12:29:42][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 998, Latency: 2.2ms, Throughput: 453.64 MB/s
[PORT 5000][2025-03-26 12:29:43][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 515, Latency: 8.09ms, Throughput: 63.66 MB/s
[PORT 5000][2025-03-26 12:30:12][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 325, Latency: 4.73ms, Throughput: 68.71 MB/s
[PORT 5000][2025-03-26 12:30:13][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 817, Latency: 5.5ms, Throughput: 148.55 MB/s
[PORT 5000][2025-03-26 12:30:43][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 624, Latency: 7.96ms, Throughput: 78.39 MB/s
[PORT 5000][2025-03-26 12:30:43][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 446, Latency: 1.67ms, Throughput: 267.07 MB/s
[PORT 5000][2025-03-26 12:31:13][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 636, Latency: 5.35ms, Throughput: 118.88 MB/s
[PORT 5000][2025-03-26 12:31:13][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 675, Latency: 8.55ms, Throughput: 78.95 MB/s
[PORT 5000][2025-03-26 12:31:43][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 874, Latency: 7.87ms, Throughput: 111.05 MB/s
[PORT 5000][2025-03-26 12:31:43][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 687, Latency: 7.7ms, Throughput: 89.22 MB/s
[PORT 5000][2025-03-26 12:32:13][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 435, Latency: 2.26ms, Throughput: 192.48 MB/s
[PORT 5000][2025-03-26 12:32:13][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 241, Latency: 6.51ms, Throughput: 37.02 MB/s
[PORT 5000][2025-03-26 12:32:43][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 299, Latency: 4.68ms, Throughput: 63.89 MB/s
[PORT 5000][2025-03-26 12:32:43][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 989, Latency: 3.99ms, Throughput: 247.87 MB/s
[PORT 5000][2025-03-26 12:33:13][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 676, Latency: 2.92ms, Throughput: 231.51 MB/s
[PORT 5000][2025-03-26 12:33:13][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 584, Latency: 5.12ms, Throughput: 114.06 MB/s
[PORT 5000][2025-03-26 12:33:43][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 746, Latency: 6.02ms, Throughput: 123.92 MB/s
[PORT 5000][2025-03-26 12:33:43][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 525, Latency: 6.6ms, Throughput: 79.55 MB/s
[PORT 5000][2025-03-26 12:34:13][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 465, Latency: 3.55ms, Throughput: 130.99 MB/s
[PORT 5000][2025-03-26 12:34:13][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 192, Latency: 5.21ms, Throughput: 36.85 MB/s
[PORT 5000][2025-03-26 12:34:44][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 855, Latency: 6.63ms, Throughput: 128.96 MB/s
[PORT 5000][2025-03-26 12:34:44][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 953, Latency: 3.03ms, Throughput: 314.52 MB/s
[PORT 5000][2025-03-26 12:35:14][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 364, Latency: 3.15ms, Throughput: 115.56 MB/s
[PORT 5000][2025-03-26 12:35:15][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 120, Latency: 3.93ms, Throughput: 30.53 MB/s
[PORT 5000][2025-03-26 12:35:44][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 287, Latency: 9.25ms, Throughput: 31.03 MB/s
[PORT 5000][2025-03-26 12:35:45][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 715, Latency: 9.68ms, Throughput: 73.86 MB/s
[PORT 5000][2025-03-26 12:36:14][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 761, Latency: 6.82ms, Throughput: 111.58 MB/s
[PORT 5000][2025-03-26 12:36:15][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 614, Latency: 5.3ms, Throughput: 115.85 MB/s
[PORT 5000][2025-03-26 12:36:44][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 140, Latency: 2.61ms, Throughput: 53.64 MB/s
[PORT 5000][2025-03-26 12:36:45][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 681, Latency: 6.48ms, Throughput: 105.09 MB/s
[PORT 5000][2025-03-26 12:37:14][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 173, Latency: 5.74ms, Throughput: 30.14 MB/s
[PORT 5000][2025-03-26 12:37:15][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 862, Latency: 4.79ms, Throughput: 179.96 MB/s
[PORT 5000][2025-03-26 12:37:44][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 997, Latency: 3.85ms, Throughput: 258.96 MB/s
[PORT 5000][2025-03-26 12:37:45][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 744, Latency: 8.98ms, Throughput: 82.85 MB/s
[PORT 5000][2025-03-26 12:38:15][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 212, Latency: 8.26ms, Throughput: 25.67 MB/s
[PORT 5000][2025-03-26 12:38:15][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 727, Latency: 4.35ms, Throughput: 167.13 MB/s
[PORT 5000][2025-03-26 12:38:45][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 883, Latency: 9.53ms, Throughput: 92.65 MB/s
[PORT 5000][2025-03-26 12:38:46][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 604, Latency: 1.34ms, Throughput: 450.75 MB/s
[PORT 5000][2025-03-26 12:39:16][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 771, Latency: 1.67ms, Throughput: 461.68 MB/s
[PORT 5000][2025-03-26 12:39:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 611, Latency: 3.95ms, Throughput: 154.68 MB/s
[PORT 5000][2025-03-26 12:39:47][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 929, Latency: 7.24ms, Throughput: 128.31 MB/s
[PORT 5000][2025-03-26 12:39:47][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 532, Latency: 7.18ms, Throughput: 74.09 MB/s
[PORT 5000][2025-03-26 12:40:17][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 206, Latency: 4.98ms, Throughput: 41.37 MB/s
[PORT 5000][2025-03-26 12:40:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 193, Latency: 5.27ms, Throughput: 36.62 MB/s
[PORT 5000][2025-03-26 12:40:47][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 382, Latency: 9.77ms, Throughput: 39.1 MB/s
[PORT 5000][2025-03-26 12:40:47][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 393, Latency: 4.19ms, Throughput: 93.79 MB/s
[PORT 5000][2025-03-26 12:41:17][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 801, Latency: 6.71ms, Throughput: 119.37 MB/s
[PORT 5000][2025-03-26 12:41:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 724, Latency: 7.83ms, Throughput: 92.46 MB/s
[PORT 5000][2025-03-26 12:41:47][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 900, Latency: 4.56ms, Throughput: 197.37 MB/s
[PORT 5000][2025-03-26 12:41:47][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 976, Latency: 1.67ms, Throughput: 584.43 MB/s
[PORT 5000][2025-03-26 12:42:17][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 407, Latency: 9.91ms, Throughput: 41.07 MB/s
[PORT 5000][2025-03-26 12:42:17][INFO] Volume: f1f8e3ac-67ac-40d6-bed9-26f94ce25b30, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 512, Latency: 4.05ms, Throughput: 126.42 MB/s
[PORT 5000][2025-03-26 12:42:47][INFO] Volume: 04bb3ad6-d4d7-41f4-98c4-6d6ccd954ee1, Host: c723a957-9814-4638-94f2-f0101e2ef299, IOPS: 584, Latency: 8.26ms, Throughput: 70.7 MB/s
